Fecha,Producto,Categoría,Región,Canal,Cantidad,PrecioUnitario,CostoUnitario,Ventas,Costo,Margen,MargenPct,AñoMes,TicketPromedio
2024-09-19,Cafetera Barista,Hogar,Norte,Retail,2,263.45,160.38,526.9,320.76,206.14,0.3912,2024-09,263.45
2025-04-05,Tablet Air,Electrónica,Centro,Online,1,381.32,244.51,381.32,244.51,136.81,0.3588,2025-04,381.32
2024-06-16,Smart Band,Deportes,Centro,Distribuidor,2,312.09,242.45,624.18,484.9,139.28,0.2231,2024-06,312.09
2024-12-21,Pack Proteico,Alimentos,Norte,Retail,1,41.43,19.77,41.43,19.77,21.66,0.5228,2024-12,41.43
2025-05-02,Cocoa Premium,Alimentos,Sur,Online,3,55.83,36.22,167.49,108.66,58.83,0.3512,2025-05,55.83
2024-10-20,Cinta Correr,Deportes,Sur,Online,2,97.29,50.6,194.58,101.2,93.38,0.4799,2024-10,97.29
2024-03-09,Zapatillas Urban,Moda,Norte,Distribuidor,1,349.54,192.26,349.54,192.26,157.28,0.45,2024-03,349.54
2024-05-11,Smart Band,Deportes,Este,Online,4,911.04,622.21,3644.16,2488.84,1155.32,0.317,2024-05,911.04
2024-09-27,Aspiradora Plus,Hogar,Sur,Distribuidor,1,258.83,116.84,258.83,116.84,141.99,0.5486,2024-09,258.83
2024-05-20,Bicicleta Urbana,Deportes,Sur,Online,1,366.76,285.89,366.76,285.89,80.87,0.2205,2024-05,366.76
2025-01-31,Horno Smart,Hogar,Centro,Retail,4,390.31,258.2,1561.24,1032.8,528.44,0.3385,2025-01,390.31
2025-01-06,Chaqueta Premium,Moda,Centro,Online,2,91.48,61.2,182.96,122.4,60.56,0.331,2025-01,91.48
2024-01-21,Bicicleta Urbana,Deportes,Sur,Retail,2,674.03,456.24,1348.06,912.48,435.58,0.3231,2024-01,674.03
2024-02-16,Auriculares Max,Electrónica,Norte,Retail,1,1146.79,872.16,1146.79,872.16,274.63,0.2395,2024-02,1146.79
2024-11-06,Aspiradora Plus,Hogar,Centro,Distribuidor,1,502.83,255.11,502.83,255.11,247.72,0.4927,2024-11,502.83
2025-03-20,Horno Smart,Hogar,Oeste,Retail,1,599.18,307.06,599.18,307.06,292.12,0.4875,2025-03,599.18
2024-12-18,Pack Proteico,Alimentos,Centro,Retail,2,30.48,21.12,60.96,42.24,18.72,0.3071,2024-12,30.48
2025-02-16,Auriculares Max,Electrónica,Sur,Distribuidor,2,1342.67,1001.39,2685.34,2002.78,682.56,0.2542,2025-02,1342.67
2024-06-09,Té Orgánico,Alimentos,Norte,Retail,5,56.89,27.85,284.45,139.25,145.2,0.5105,2024-06,56.89
2024-02-09,Camisa Oxford,Moda,Este,Retail,2,325.03,212.42,650.06,424.84,225.22,0.3465,2024-02,325.03
2025-06-20,Cafetera Barista,Hogar,Centro,Retail,1,592.84,313.12,592.84,313.12,279.72,0.4718,2025-06,592.84
2025-06-27,Café Gourmet,Alimentos,Este,Retail,3,24.56,12.81,73.68,38.43,35.25,0.4784,2025-06,24.56
2024-02-11,Snack Saludable,Alimentos,Este,Retail,1,29.43,22.84,29.43,22.84,6.59,0.2239,2024-02,29.43
2024-09-28,Cocoa Premium,Alimentos,Este,Distribuidor,1,27.69,17.86,27.69,17.86,9.83,0.355,2024-09,27.69
2024-05-27,Chaqueta Premium,Moda,Sur,Retail,2,26.71,16.66,53.42,33.32,20.1,0.3763,2024-05,26.71
2024-08-01,Tablet Air,Electrónica,Centro,Retail,1,704.25,357.17,704.25,357.17,347.08,0.4928,2024-08,704.25
2025-02-09,Zapatillas Urban,Moda,Sur,Online,2,162.03,97.45,324.06,194.9,129.16,0.3986,2025-02,162.03
2025-02-26,Bolso Classic,Moda,Norte,Retail,4,126.68,75.41,506.72,301.64,205.08,0.4047,2025-02,126.68
2024-10-22,Smart Band,Deportes,Sur,Online,3,921.08,731.53,2763.24,2194.59,568.65,0.2058,2024-10,921.08
2025-02-17,Laptop Pro,Electrónica,Sur,Retail,3,703.07,381.65,2109.21,1144.95,964.26,0.4572,2025-02,703.07
2025-04-02,Café Gourmet,Alimentos,Este,Distribuidor,1,59.09,36.95,59.09,36.95,22.14,0.3747,2025-04,59.09
2025-01-21,Chaqueta Premium,Moda,Este,Distribuidor,1,244.57,173.98,244.57,173.98,70.59,0.2886,2025-01,244.57
2025-06-22,Horno Smart,Hogar,Sur,Retail,1,189.29,147.34,189.29,147.34,41.95,0.2216,2025-06,189.29
2024-03-13,Purificador A2,Hogar,Oeste,Online,2,307.61,199.23,615.22,398.46,216.76,0.3523,2024-03,307.61
2024-03-17,Horno Smart,Hogar,Sur,Retail,2,517.49,244.26,1034.98,488.52,546.46,0.528,2024-03,517.49
2024-11-02,Té Orgánico,Alimentos,Centro,Retail,2,65.68,31.63,131.36,63.26,68.1,0.5184,2024-11,65.68
2024-10-14,Cinta Correr,Deportes,Este,Retail,3,219.66,100.95,658.98,302.85,356.13,0.5404,2024-10,219.66
2024-10-20,Mancuernas Set,Deportes,Sur,Retail,4,89.16,49.15,356.64,196.6,160.04,0.4487,2024-10,89.16
2024-09-11,Mancuernas Set,Deportes,Este,Retail,1,205.51,162.06,205.51,162.06,43.45,0.2114,2024-09,205.51
2024-11-18,Colchoneta Yoga,Deportes,Centro,Retail,1,790.86,406.71,790.86,406.71,384.15,0.4857,2024-11,790.86
2024-10-03,Chaqueta Premium,Moda,Oeste,Online,3,29.01,21.4,87.03,64.2,22.83,0.2623,2024-10,29.01
2025-01-20,Bolso Classic,Moda,Sur,Retail,2,337.23,241.03,674.46,482.06,192.4,0.2853,2025-01,337.23
2025-03-24,Bicicleta Urbana,Deportes,Sur,Online,2,584.76,406.14,1169.52,812.28,357.24,0.3055,2025-03,584.76
2025-04-18,Mancuernas Set,Deportes,Este,Online,4,440.65,265.22,1762.6,1060.88,701.72,0.3981,2025-04,440.65
2024-06-05,Colchoneta Yoga,Deportes,Oeste,Retail,1,814.35,430.06,814.35,430.06,384.29,0.4719,2024-06,814.35
2024-08-31,Cocoa Premium,Alimentos,Sur,Online,1,83.24,48.58,83.24,48.58,34.66,0.4164,2024-08,83.24
2024-09-23,Cocoa Premium,Alimentos,Oeste,Retail,5,35.01,24.01,175.05,120.05,55.0,0.3142,2024-09,35.01
2024-11-21,Smartphone X,Electrónica,Sur,Online,6,1169.86,721.29,7019.16,4327.74,2691.42,0.3834,2024-11,1169.86
2025-06-03,Colchoneta Yoga,Deportes,Centro,Retail,1,182.43,137.66,182.43,137.66,44.77,0.2454,2025-06,182.43
2025-02-15,Auriculares Max,Electrónica,Oeste,Online,1,583.98,288.18,583.98,288.18,295.8,0.5065,2025-02,583.98
2024-03-02,Smart Band,Deportes,Centro,Retail,2,494.69,259.28,989.38,518.56,470.82,0.4759,2024-03,494.69
2025-01-16,Smartphone X,Electrónica,Norte,Distribuidor,5,217.51,155.9,1087.55,779.5,308.05,0.2833,2025-01,217.51
2024-08-13,Mancuernas Set,Deportes,Centro,Retail,3,1085.36,490.19,3256.08,1470.57,1785.51,0.5484,2024-08,1085.36
2024-01-18,Bolso Classic,Moda,Norte,Retail,2,107.12,49.88,214.24,99.76,114.48,0.5344,2024-01,107.12
2024-09-30,Aspiradora Plus,Hogar,Este,Distribuidor,2,591.55,358.83,1183.1,717.66,465.44,0.3934,2024-09,591.55
2024-11-16,Zapatillas Urban,Moda,Sur,Distribuidor,2,272.97,198.97,545.94,397.94,148.0,0.2711,2024-11,272.97
2024-12-04,Smart Band,Deportes,Sur,Distribuidor,2,496.43,373.64,992.86,747.28,245.58,0.2473,2024-12,496.43
2024-12-29,Auriculares Max,Electrónica,Sur,Retail,1,520.38,344.32,520.38,344.32,176.06,0.3383,2024-12,520.38
2024-07-13,Cocoa Premium,Alimentos,Este,Distribuidor,4,7.7,5.18,30.8,20.72,10.08,0.3273,2024-07,7.7
2024-11-21,Café Gourmet,Alimentos,Norte,Online,2,5.57,3.69,11.14,7.38,3.76,0.3375,2024-11,5.57
2024-01-02,Tablet Air,Electrónica,Este,Retail,1,922.46,548.29,922.46,548.29,374.17,0.4056,2024-01,922.46
2024-10-23,Purificador A2,Hogar,Este,Retail,1,367.22,173.0,367.22,173.0,194.22,0.5289,2024-10,367.22
2024-01-29,Licuadora Pro,Hogar,Este,Retail,3,303.2,191.61,909.6,574.83,334.77,0.368,2024-01,303.2
2025-06-17,Cafetera Barista,Hogar,Este,Distribuidor,4,216.82,102.29,867.28,409.16,458.12,0.5282,2025-06,216.82
2025-03-14,Laptop Pro,Electrónica,Norte,Distribuidor,4,567.62,443.07,2270.48,1772.28,498.2,0.2194,2025-03,567.62
2024-05-21,Jeans Fit,Moda,Oeste,Retail,1,64.04,34.88,64.04,34.88,29.16,0.4553,2024-05,64.04
2024-05-03,Smartwatch Z,Electrónica,Norte,Distribuidor,7,923.57,538.21,6464.99,3767.47,2697.52,0.4173,2024-05,923.57
2024-12-07,Bicicleta Urbana,Deportes,Centro,Retail,1,975.91,577.24,975.91,577.24,398.67,0.4085,2024-12,975.91
2024-11-12,Smartwatch Z,Electrónica,Este,Distribuidor,3,1385.38,1039.39,4156.14,3118.17,1037.97,0.2497,2024-11,1385.38
2024-03-04,Bolso Classic,Moda,Centro,Retail,1,326.26,153.47,326.26,153.47,172.79,0.5296,2024-03,326.26
2024-04-08,Smartphone X,Electrónica,Centro,Online,2,732.43,561.91,1464.86,1123.82,341.04,0.2328,2024-04,732.43
2024-05-24,Pack Proteico,Alimentos,Centro,Online,1,51.88,37.43,51.88,37.43,14.45,0.2785,2024-05,51.88
2024-12-16,Pack Proteico,Alimentos,Centro,Retail,2,20.68,16.21,41.36,32.42,8.94,0.2162,2024-12,20.68
2025-01-01,Snack Saludable,Alimentos,Norte,Distribuidor,4,38.04,20.13,152.16,80.52,71.64,0.4708,2025-01,38.04
2024-05-09,Bolso Classic,Moda,Oeste,Retail,1,259.36,127.46,259.36,127.46,131.9,0.5086,2024-05,259.36
2024-09-17,Cafetera Barista,Hogar,Norte,Online,1,512.31,315.83,512.31,315.83,196.48,0.3835,2024-09,512.31
2024-08-23,Café Gourmet,Alimentos,Oeste,Distribuidor,1,54.75,39.7,54.75,39.7,15.05,0.2749,2024-08,54.75
2024-08-05,Chaqueta Premium,Moda,Oeste,Distribuidor,1,37.12,22.17,37.12,22.17,14.95,0.4027,2024-08,37.12
2024-06-06,Bicicleta Urbana,Deportes,Centro,Retail,3,957.19,692.6,2871.57,2077.8,793.77,0.2764,2024-06,957.19
2024-02-10,Smartphone X,Electrónica,Sur,Retail,1,1403.23,640.41,1403.23,640.41,762.82,0.5436,2024-02,1403.23
2024-08-03,Zapatillas Urban,Moda,Este,Online,2,306.16,201.64,612.32,403.28,209.04,0.3414,2024-08,306.16
2024-01-09,Café Gourmet,Alimentos,Centro,Retail,1,21.52,14.34,21.52,14.34,7.18,0.3336,2024-01,21.52
2024-02-25,Horno Smart,Hogar,Este,Distribuidor,4,316.57,176.84,1266.28,707.36,558.92,0.4414,2024-02,316.57
2025-02-03,Snack Saludable,Alimentos,Sur,Online,2,27.8,13.99,55.6,27.98,27.62,0.4968,2025-02,27.8
2024-07-02,Cafetera Barista,Hogar,Sur,Online,3,542.16,343.11,1626.48,1029.33,597.15,0.3671,2024-07,542.16
2024-07-04,Smartwatch Z,Electrónica,Centro,Online,1,1148.38,753.28,1148.38,753.28,395.1,0.344,2024-07,1148.38
2025-06-06,Horno Smart,Hogar,Este,Online,5,279.08,137.93,1395.4,689.65,705.75,0.5058,2025-06,279.08
2025-03-22,Mancuernas Set,Deportes,Sur,Distribuidor,2,742.09,514.83,1484.18,1029.66,454.52,0.3062,2025-03,742.09
2024-12-20,Purificador A2,Hogar,Este,Online,2,152.07,69.95,304.14,139.9,164.24,0.54,2024-12,152.07
2025-05-22,Bolso Classic,Moda,Sur,Online,1,288.66,196.96,288.66,196.96,91.7,0.3177,2025-05,288.66
2024-05-15,Bicicleta Urbana,Deportes,Sur,Retail,1,157.15,72.99,157.15,72.99,84.16,0.5355,2024-05,157.15
2024-11-05,Auriculares Max,Electrónica,Norte,Retail,1,1032.39,582.49,1032.39,582.49,449.9,0.4358,2024-11,1032.39
2024-10-18,Licuadora Pro,Hogar,Norte,Retail,3,599.56,337.75,1798.68,1013.25,785.43,0.4367,2024-10,599.56
2024-11-21,Jeans Fit,Moda,Sur,Online,1,58.39,39.73,58.39,39.73,18.66,0.3196,2024-11,58.39
2024-01-06,Camisa Oxford,Moda,Norte,Online,2,55.43,26.23,110.86,52.46,58.4,0.5268,2024-01,55.43
2024-12-20,Horno Smart,Hogar,Centro,Distribuidor,1,402.13,196.65,402.13,196.65,205.48,0.511,2024-12,402.13
2025-04-28,Pack Proteico,Alimentos,Sur,Online,4,44.85,23.5,179.4,94.0,85.4,0.476,2025-04,44.85
2025-04-25,Auriculares Max,Electrónica,Centro,Retail,4,655.43,363.34,2621.72,1453.36,1168.36,0.4456,2025-04,655.43
2024-06-19,Colchoneta Yoga,Deportes,Sur,Online,1,724.52,562.73,724.52,562.73,161.79,0.2233,2024-06,724.52
2025-03-25,Smartwatch Z,Electrónica,Este,Retail,2,850.05,659.91,1700.1,1319.82,380.28,0.2237,2025-03,850.05
2024-09-28,Smart Band,Deportes,Norte,Retail,4,414.88,235.49,1659.52,941.96,717.56,0.4324,2024-09,414.88
2025-06-01,Smartphone X,Electrónica,Oeste,Retail,1,447.19,216.07,447.19,216.07,231.12,0.5168,2025-06,447.19
2024-12-31,Chaqueta Premium,Moda,Este,Retail,3,71.02,55.65,213.06,166.95,46.11,0.2164,2024-12,71.02
2024-06-18,Bicicleta Urbana,Deportes,Oeste,Distribuidor,1,990.52,681.62,990.52,681.62,308.9,0.3119,2024-06,990.52
2025-02-11,Cinta Correr,Deportes,Norte,Distribuidor,1,302.08,201.74,302.08,201.74,100.34,0.3322,2025-02,302.08
2024-06-09,Jeans Fit,Moda,Norte,Retail,2,126.73,74.0,253.46,148.0,105.46,0.4161,2024-06,126.73
2024-02-21,Bicicleta Urbana,Deportes,Sur,Online,2,241.45,155.4,482.9,310.8,172.1,0.3564,2024-02,241.45
2024-07-25,Horno Smart,Hogar,Norte,Online,1,140.69,68.8,140.69,68.8,71.89,0.511,2024-07,140.69
2024-09-24,Snack Saludable,Alimentos,Sur,Distribuidor,3,60.04,44.81,180.12,134.43,45.69,0.2537,2024-09,60.04
2024-03-06,Chaqueta Premium,Moda,Norte,Distribuidor,3,160.32,112.72,480.96,338.16,142.8,0.2969,2024-03,160.32
2024-01-03,Cafetera Barista,Hogar,Este,Distribuidor,3,94.5,74.61,283.5,223.83,59.67,0.2105,2024-01,94.5
2025-04-26,Zapatillas Urban,Moda,Oeste,Online,4,138.01,65.29,552.04,261.16,290.88,0.5269,2025-04,138.01
2024-02-16,Horno Smart,Hogar,Sur,Distribuidor,7,240.07,189.13,1680.49,1323.91,356.58,0.2122,2024-02,240.07
2024-03-01,Cafetera Barista,Hogar,Norte,Online,1,487.63,343.01,487.63,343.01,144.62,0.2966,2024-03,487.63
2024-04-28,Auriculares Max,Electrónica,Sur,Retail,1,462.27,276.74,462.27,276.74,185.53,0.4013,2024-04,462.27
2024-12-13,Bolso Classic,Moda,Este,Distribuidor,3,261.57,200.37,784.71,601.11,183.6,0.234,2024-12,261.57
2025-01-27,Bicicleta Urbana,Deportes,Norte,Retail,3,290.37,228.04,871.11,684.12,186.99,0.2147,2025-01,290.37
2025-03-08,Auriculares Max,Electrónica,Norte,Distribuidor,4,478.01,335.87,1912.04,1343.48,568.56,0.2974,2025-03,478.01
2024-08-02,Licuadora Pro,Hogar,Norte,Distribuidor,1,244.84,148.45,244.84,148.45,96.39,0.3937,2024-08,244.84
2025-03-12,Camisa Oxford,Moda,Centro,Online,4,72.97,38.53,291.88,154.12,137.76,0.472,2025-03,72.97
2024-03-06,Aspiradora Plus,Hogar,Norte,Retail,1,218.06,121.47,218.06,121.47,96.59,0.443,2024-03,218.06
2025-02-16,Aspiradora Plus,Hogar,Oeste,Online,1,209.76,100.07,209.76,100.07,109.69,0.5229,2025-02,209.76
2024-10-10,Auriculares Max,Electrónica,Oeste,Retail,4,451.99,262.12,1807.96,1048.48,759.48,0.4201,2024-10,451.99
2024-02-15,Té Orgánico,Alimentos,Sur,Distribuidor,2,78.79,40.36,157.58,80.72,76.86,0.4878,2024-02,78.79
2024-07-17,Tablet Air,Electrónica,Oeste,Retail,3,502.52,292.02,1507.56,876.06,631.5,0.4189,2024-07,502.52
2025-01-13,Cinta Correr,Deportes,Este,Distribuidor,4,204.73,131.17,818.92,524.68,294.24,0.3593,2025-01,204.73
2024-11-30,Café Gourmet,Alimentos,Centro,Distribuidor,4,11.9,5.93,47.6,23.72,23.88,0.5017,2024-11,11.9
2024-07-28,Auriculares Max,Electrónica,Oeste,Distribuidor,2,261.27,200.89,522.54,401.78,120.76,0.2311,2024-07,261.27
2024-03-30,Snack Saludable,Alimentos,Sur,Online,4,74.94,47.73,299.76,190.92,108.84,0.3631,2024-03,74.94
2024-06-02,Snack Saludable,Alimentos,Sur,Online,3,19.87,14.54,59.61,43.62,15.99,0.2682,2024-06,19.87
2025-01-15,Smartphone X,Electrónica,Oeste,Retail,1,903.69,588.52,903.69,588.52,315.17,0.3488,2025-01,903.69
2024-09-10,Pack Proteico,Alimentos,Sur,Online,1,6.24,3.05,6.24,3.05,3.19,0.5112,2024-09,6.24
2025-04-09,Cinta Correr,Deportes,Este,Retail,3,488.98,220.21,1466.94,660.63,806.31,0.5497,2025-04,488.98
2024-02-04,Camisa Oxford,Moda,Centro,Distribuidor,2,49.25,25.94,98.5,51.88,46.62,0.4733,2024-02,49.25
2025-04-05,Café Gourmet,Alimentos,Sur,Retail,6,48.67,31.42,292.02,188.52,103.5,0.3544,2025-04,48.67
2025-03-08,Bolso Classic,Moda,Sur,Distribuidor,2,218.05,167.2,436.1,334.4,101.7,0.2332,2025-03,218.05
2024-04-18,Auriculares Max,Electrónica,Norte,Online,5,1253.38,795.55,6266.9,3977.75,2289.15,0.3653,2024-04,1253.38
2024-07-08,Aspiradora Plus,Hogar,Sur,Distribuidor,1,563.59,417.23,563.59,417.23,146.36,0.2597,2024-07,563.59
2024-01-18,Laptop Pro,Electrónica,Sur,Retail,4,1105.99,612.53,4423.96,2450.12,1973.84,0.4462,2024-01,1105.99
2024-08-03,Bicicleta Urbana,Deportes,Centro,Retail,1,574.89,391.94,574.89,391.94,182.95,0.3182,2024-08,574.89
2025-05-27,Bolso Classic,Moda,Sur,Distribuidor,1,87.09,61.15,87.09,61.15,25.94,0.2979,2025-05,87.09
2025-05-16,Té Orgánico,Alimentos,Oeste,Online,3,75.66,41.6,226.98,124.8,102.18,0.4502,2025-05,75.66
2024-12-28,Camisa Oxford,Moda,Este,Distribuidor,1,217.14,122.75,217.14,122.75,94.39,0.4347,2024-12,217.14
2024-07-14,Chaqueta Premium,Moda,Este,Distribuidor,4,271.35,154.11,1085.4,616.44,468.96,0.4321,2024-07,271.35
2024-12-23,Café Gourmet,Alimentos,Este,Online,5,56.29,28.69,281.45,143.45,138.0,0.4903,2024-12,56.29
2025-04-11,Mancuernas Set,Deportes,Oeste,Distribuidor,1,816.13,482.68,816.13,482.68,333.45,0.4086,2025-04,816.13
2024-07-12,Chaqueta Premium,Moda,Este,Distribuidor,3,173.16,116.59,519.48,349.77,169.71,0.3267,2024-07,173.16
2025-06-18,Bicicleta Urbana,Deportes,Este,Retail,1,791.64,481.88,791.64,481.88,309.76,0.3913,2025-06,791.64
2024-10-17,Smartwatch Z,Electrónica,Sur,Online,1,1134.13,873.72,1134.13,873.72,260.41,0.2296,2024-10,1134.13
2024-12-28,Licuadora Pro,Hogar,Norte,Online,3,153.96,96.16,461.88,288.48,173.4,0.3754,2024-12,153.96
2024-02-17,Café Gourmet,Alimentos,Sur,Retail,2,56.09,44.0,112.18,88.0,24.18,0.2155,2024-02,56.09
2025-05-14,Colchoneta Yoga,Deportes,Oeste,Distribuidor,1,305.9,199.82,305.9,199.82,106.08,0.3468,2025-05,305.9
2024-12-06,Smartwatch Z,Electrónica,Sur,Retail,5,609.64,357.46,3048.2,1787.3,1260.9,0.4137,2024-12,609.64
2025-01-03,Snack Saludable,Alimentos,Sur,Distribuidor,4,42.99,30.36,171.96,121.44,50.52,0.2938,2025-01,42.99
2024-04-08,Aspiradora Plus,Hogar,Sur,Distribuidor,1,72.69,38.04,72.69,38.04,34.65,0.4767,2024-04,72.69
2024-07-08,Smart Band,Deportes,Centro,Online,2,250.47,117.32,500.94,234.64,266.3,0.5316,2024-07,250.47
2024-03-19,Cocoa Premium,Alimentos,Centro,Online,3,12.78,7.97,38.34,23.91,14.43,0.3764,2024-03,12.78
2024-08-15,Café Gourmet,Alimentos,Centro,Online,4,12.34,5.68,49.36,22.72,26.64,0.5397,2024-08,12.34
2025-01-21,Snack Saludable,Alimentos,Este,Online,1,38.57,17.49,38.57,17.49,21.08,0.5465,2025-01,38.57
2024-03-30,Laptop Pro,Electrónica,Centro,Online,1,996.99,637.5,996.99,637.5,359.49,0.3606,2024-03,996.99
2024-03-30,Horno Smart,Hogar,Centro,Retail,1,108.08,56.25,108.08,56.25,51.83,0.4796,2024-03,108.08
2024-09-07,Cafetera Barista,Hogar,Norte,Retail,1,497.31,306.99,497.31,306.99,190.32,0.3827,2024-09,497.31
2024-08-24,Colchoneta Yoga,Deportes,Centro,Retail,1,812.37,373.85,812.37,373.85,438.52,0.5398,2024-08,812.37
2024-06-01,Jeans Fit,Moda,Este,Online,2,128.72,67.53,257.44,135.06,122.38,0.4754,2024-06,128.72
2025-06-21,Bicicleta Urbana,Deportes,Norte,Retail,3,1067.82,537.02,3203.46,1611.06,1592.4,0.4971,2025-06,1067.82
2025-05-19,Café Gourmet,Alimentos,Sur,Distribuidor,1,39.15,27.16,39.15,27.16,11.99,0.3063,2025-05,39.15
2024-05-23,Cocoa Premium,Alimentos,Norte,Online,4,32.41,24.25,129.64,97.0,32.64,0.2518,2024-05,32.41
2024-05-29,Zapatillas Urban,Moda,Sur,Retail,1,200.34,117.14,200.34,117.14,83.2,0.4153,2024-05,200.34
2025-03-10,Purificador A2,Hogar,Oeste,Online,5,325.73,193.26,1628.65,966.3,662.35,0.4067,2025-03,325.73
2025-05-29,Jeans Fit,Moda,Centro,Online,1,32.72,16.76,32.72,16.76,15.96,0.4878,2025-05,32.72
2024-03-07,Cafetera Barista,Hogar,Norte,Online,1,219.94,99.77,219.94,99.77,120.17,0.5464,2024-03,219.94
2024-02-21,Cinta Correr,Deportes,Oeste,Online,1,484.43,235.31,484.43,235.31,249.12,0.5143,2024-02,484.43
2024-04-27,Snack Saludable,Alimentos,Sur,Retail,1,52.59,27.84,52.59,27.84,24.75,0.4706,2024-04,52.59
2024-02-10,Cafetera Barista,Hogar,Este,Online,1,161.01,110.09,161.01,110.09,50.92,0.3163,2024-02,161.01
2024-09-10,Smartwatch Z,Electrónica,Este,Distribuidor,1,857.4,562.52,857.4,562.52,294.88,0.3439,2024-09,857.4
2024-11-16,Smartwatch Z,Electrónica,Oeste,Online,1,482.56,385.24,482.56,385.24,97.32,0.2017,2024-11,482.56
2024-03-26,Bolso Classic,Moda,Norte,Distribuidor,1,69.1,50.99,69.1,50.99,18.11,0.2621,2024-03,69.1
2025-02-09,Té Orgánico,Alimentos,Sur,Online,1,60.86,45.12,60.86,45.12,15.74,0.2586,2025-02,60.86
2025-03-03,Mancuernas Set,Deportes,Norte,Retail,3,454.18,223.94,1362.54,671.82,690.72,0.5069,2025-03,454.18
2024-05-09,Bicicleta Urbana,Deportes,Oeste,Retail,3,100.02,59.43,300.06,178.29,121.77,0.4058,2024-05,100.02
2025-01-29,Snack Saludable,Alimentos,Oeste,Retail,6,73.69,43.12,442.14,258.72,183.42,0.4148,2025-01,73.69
2024-02-15,Horno Smart,Hogar,Norte,Online,1,219.65,133.62,219.65,133.62,86.03,0.3917,2024-02,219.65
2025-05-11,Cocoa Premium,Alimentos,Este,Online,1,67.83,33.73,67.83,33.73,34.1,0.5027,2025-05,67.83
2025-02-22,Jeans Fit,Moda,Oeste,Online,2,271.26,150.48,542.52,300.96,241.56,0.4453,2025-02,271.26
2025-02-02,Tablet Air,Electrónica,Este,Retail,2,1229.34,833.19,2458.68,1666.38,792.3,0.3222,2025-02,1229.34
2024-12-04,Café Gourmet,Alimentos,Oeste,Distribuidor,2,17.35,9.41,34.7,18.82,15.88,0.4576,2024-12,17.35
2025-04-28,Mancuernas Set,Deportes,Norte,Online,3,272.55,150.36,817.65,451.08,366.57,0.4483,2025-04,272.55
2024-01-16,Auriculares Max,Electrónica,Sur,Distribuidor,2,352.07,242.8,704.14,485.6,218.54,0.3104,2024-01,352.07
2024-12-11,Zapatillas Urban,Moda,Centro,Retail,1,67.71,46.99,67.71,46.99,20.72,0.306,2024-12,67.71
2025-03-02,Bicicleta Urbana,Deportes,Oeste,Distribuidor,2,288.06,226.13,576.12,452.26,123.86,0.215,2025-03,288.06
2024-06-26,Cocoa Premium,Alimentos,Oeste,Distribuidor,1,19.09,11.92,19.09,11.92,7.17,0.3756,2024-06,19.09
2024-08-15,Té Orgánico,Alimentos,Norte,Distribuidor,1,80.74,49.16,80.74,49.16,31.58,0.3911,2024-08,80.74
2024-07-10,Smartwatch Z,Electrónica,Norte,Distribuidor,1,680.09,466.0,680.09,466.0,214.09,0.3148,2024-07,680.09
2024-01-20,Smartphone X,Electrónica,Sur,Retail,4,796.59,431.39,3186.36,1725.56,1460.8,0.4585,2024-01,796.59
2025-02-18,Cocoa Premium,Alimentos,Oeste,Retail,3,48.15,34.95,144.45,104.85,39.6,0.2741,2025-02,48.15
2025-05-21,Tablet Air,Electrónica,Oeste,Retail,1,1431.25,811.03,1431.25,811.03,620.22,0.4333,2025-05,1431.25
2024-11-28,Cocoa Premium,Alimentos,Norte,Retail,1,57.71,37.29,57.71,37.29,20.42,0.3538,2024-11,57.71
2025-03-18,Chaqueta Premium,Moda,Sur,Distribuidor,1,74.93,42.44,74.93,42.44,32.49,0.4336,2025-03,74.93
2024-06-09,Aspiradora Plus,Hogar,Este,Online,4,560.42,253.43,2241.68,1013.72,1227.96,0.5478,2024-06,560.42
2024-06-05,Colchoneta Yoga,Deportes,Norte,Distribuidor,3,443.94,279.25,1331.82,837.75,494.07,0.371,2024-06,443.94
2025-06-29,Bolso Classic,Moda,Este,Distribuidor,1,232.27,153.79,232.27,153.79,78.48,0.3379,2025-06,232.27
2025-03-05,Mancuernas Set,Deportes,Sur,Retail,6,956.42,613.68,5738.52,3682.08,2056.44,0.3584,2025-03,956.42
2025-02-20,Chaqueta Premium,Moda,Este,Retail,1,291.4,222.62,291.4,222.62,68.78,0.236,2025-02,291.4
2024-01-07,Cinta Correr,Deportes,Sur,Distribuidor,4,627.36,464.24,2509.44,1856.96,652.48,0.26,2024-01,627.36
2024-01-13,Café Gourmet,Alimentos,Oeste,Retail,2,40.22,25.75,80.44,51.5,28.94,0.3598,2024-01,40.22
2024-05-03,Licuadora Pro,Hogar,Norte,Retail,3,418.87,334.22,1256.61,1002.66,253.95,0.2021,2024-05,418.87
2024-12-10,Smart Band,Deportes,Centro,Distribuidor,2,674.92,496.44,1349.84,992.88,356.96,0.2644,2024-12,674.92
2024-10-19,Cafetera Barista,Hogar,Este,Online,1,320.06,231.11,320.06,231.11,88.95,0.2779,2024-10,320.06
2024-09-19,Auriculares Max,Electrónica,Este,Distribuidor,1,1497.48,995.34,1497.48,995.34,502.14,0.3353,2024-09,1497.48
2024-09-27,Zapatillas Urban,Moda,Oeste,Online,3,33.69,24.51,101.07,73.53,27.54,0.2725,2024-09,33.69
2025-06-08,Colchoneta Yoga,Deportes,Este,Retail,1,1043.84,586.54,1043.84,586.54,457.3,0.4381,2025-06,1043.84
